action: resupply[$c1],action: resupply[$c2],action: resupply[$c3],action: resupply[$c4],states: quant[$c1],states: quant[$c2],states: quant[$c3],states: quant[$c4]
6,94,0,188,156,193,124,27
122,68,116,51,157,200,122,36
42,123,54,136,158,192,120,30
0,0,185,212,174,184,118,24
0,0,441,0,169,176,137,39
418,0,0,0,164,168,135,33
0,0,34,454,180,160,133,27
0,0,5,356,175,152,152,42
242,0,0,65,170,144,150,36
0,95,403,0,186,136,148,30
158,153,0,171,181,149,167,24
0,0,135,358,176,141,165,18
122,345,0,0,171,133,184,33
0,176,58,0,166,125,182,27
237,213,0,0,161,138,201,21
237,0,0,225,156,130,199,15
78,46,0,178,172,122,197,9
0,244,6,0,188,114,195,3
188,97,0,89,183,124,199,0
367,0,0,0,187,116,197,0
89,0,0,393,197,108,195,0
0,127,0,273,207,100,193,0
169,0,97,0,202,107,191,15
273,7,148,0,203,99,189,9
0,463,0,0,219,91,187,3
181,0,0,223,214,101,185,0
0,248,0,0,224,93,183,0
0,349,0,121,219,100,181,0
256,16,0,148,214,107,179,15
0,218,0,265,215,99,177,9
0,0,434,0,210,112,175,24
145,309,0,0,205,104,173,18
0,396,0,0,221,96,171,12
7,0,345,0,216,109,169,6
0,169,137,63,218,101,181,0
0,271,0,135,0,0,0,0
0,204,0,214,0,271,0,135
45,80,0,335,0,371,0,237
7,0,43,192,0,363,0,231
0,82,0,153,0,355,0,225
169,217,9,0,0,347,0,219
0,0,0,437,0,339,0,213
0,116,254,108,0,331,0,207
435,0,0,0,0,323,0,201
309,0,114,50,0,315,0,195
334,9,75,0,4,307,0,189
352,106,0,11,18,299,0,183
194,0,150,56,32,291,0,177
88,14,240,0,46,283,0,171
10,130,27,55,60,275,0,165
212,165,62,0,65,276,9,168
0,446,0,0,63,268,7,162
288,127,0,0,58,281,5,156
434,48,0,0,74,273,3,150
53,152,0,151,90,265,1,144
199,11,110,3,105,257,0,138
0,0,0,494,119,249,0,132
189,0,0,266,114,241,0,145
0,165,0,256,128,233,0,139
0,97,280,0,123,244,0,152
8,290,105,7,118,236,0,146
157,188,9,0,121,239,11,147
0,301,0,0,119,231,9,141
20,3,21,345,114,244,7,135
102,283,0,25,129,237,6,130
0,395,9,0,143,229,4,124
0,0,119,232,138,242,11,118
0,273,161,0,133,234,21,124
0,0,225,228,128,235,28,118
0,0,0,435,123,227,38,124
0,0,0,452,118,219,36,127
463,0,0,0,113,211,34,142
341,16,0,84,129,203,32,136
0,0,415,61,145,195,30,130
194,153,0,66,140,187,49,145
28,255,0,0,135,179,47,139
340,0,0,110,151,171,45,133
110,0,31,0,167,163,43,127
0,0,0,339,183,155,41,121
239,196,43,0,178,147,39,136
16,0,0,255,194,139,37,130
390,0,102,0,205,131,35,129
0,462,0,0,221,123,33,123
0,0,0,287,216,136,31,117
0,117,0,0,211,128,29,132
236,32,0,100,206,141,27,126
0,24,0,83,222,133,25,120
200,112,0,186,217,146,23,135
0,303,50,78,212,138,21,129
36,0,308,0,207,151,40,144
360,0,0,36,202,143,38,138
83,246,3,0,197,135,36,132
0,0,94,390,213,127,34,126
0,108,298,0,208,119,53,141
0,0,399,0,203,111,51,135
0,97,0,349,198,103,70,129
472,0,0,0,193,116,68,144
0,0,356,0,188,108,66,138
0,427,0,0,183,100,85,132
0,2,297,7,178,113,83,126
311,0,0,169,173,107,102,127
0,0,389,0,180,99,100,121
0,141,58,1,175,91,119,115
0,0,95,362,170,104,138,110
27,192,2,171,165,96,136,104
0,0,0,382,180,88,134,98
10,242,29,81,175,80,132,113
230,120,0,0,180,83,141,118
0,49,0,319,175,75,139,112
0,0,0,372,170,87,137,126
413,0,0,0,165,79,135,121
231,138,47,0,181,71,133,115
459,0,0,0,197,63,131,109
0,324,0,166,213,55,129,103
88,0,351,0,208,68,127,118
18,29,51,39,203,60,125,112
114,104,0,169,216,55,126,109
73,86,232,0,226,47,124,103
443,0,0,0,242,39,122,97
148,16,12,269,258,31,120,91
150,39,0,0,274,23,118,85
108,0,0,296,290,15,116,79
244,160,77,0,306,7,114,73
0,252,41,163,321,0,112,67
0,52,336,0,316,13,123,74
53,61,98,189,311,5,121,68
0,0,347,0,319,0,119,62
205,73,0,214,314,0,130,56
389,0,0,48,322,0,128,50
0,0,337,0,330,0,126,44
0,0,0,391,325,0,137,38
85,31,0,227,320,0,135,45
88,253,41,0,328,0,133,39
277,0,150,0,336,0,131,33
0,0,0,442,344,0,129,27
346,91,0,0,0,0,0,0
488,0,0,0,346,91,0,0
31,0,220,222,417,83,0,0
35,0,415,0,425,75,0,0
0,244,0,0,433,67,0,0
0,88,132,241,428,72,0,0
0,0,0,474,423,77,13,13
0,316,153,0,418,69,11,7
0,453,0,32,413,77,25,1
0,466,17,0,408,69,23,0
69,0,358,8,403,76,36,0
216,0,195,8,398,68,34,0
0,391,0,73,408,60,32,0
98,368,0,0,403,67,30,15
0,0,387,82,404,59,28,9
3,0,0,470,399,51,47,24
383,0,0,0,394,43,45,18
0,0,0,254,410,35,43,12
66,0,227,189,405,27,41,27
0,0,47,410,421,19,39,21
115,0,52,130,416,11,58,36
101,0,214,0,411,3,56,30
0,0,465,0,422,0,54,24
0,303,0,93,417,0,65,18
0,0,441,0,412,13,63,25
172,138,0,165,407,5,69,19
194,47,0,0,420,0,67,13
113,96,254,0,428,0,65,7
475,1,0,0,436,0,63,1
66,233,0,0,439,0,61,0
93,0,89,242,441,0,59,0
354,35,90,0,443,0,57,0
249,0,0,154,445,0,55,0
0,65,326,0,447,0,53,0
0,224,58,0,442,7,58,0
394,0,0,11,437,7,63,0
187,0,78,0,439,0,61,0
0,0,66,143,441,0,59,0
0,0,486,0,436,0,64,7
0,0,431,0,431,0,68,1
0,0,0,464,426,0,74,0
0,0,0,380,421,0,72,7
210,0,21,211,416,0,70,14
92,0,46,344,424,0,68,8
179,0,219,0,432,0,66,2
110,0,0,347,436,0,64,0
24,204,0,192,438,0,62,0
0,112,29,50,440,0,60,0
0,105,354,0,435,7,65,7
0,0,25,369,430,6,69,1
0,358,0,125,425,0,75,8
0,448,0,0,420,5,73,7
29,23,440,0,415,13,71,1
38,0,415,0,426,5,69,0
269,0,0,145,433,0,67,0
54,87,0,120,435,0,65,0
0,0,0,426,437,0,63,0
0,263,0,97,432,0,61,7
303,0,0,182,427,13,59,14
0,0,0,309,430,5,57,8
251,0,0,0,425,0,55,20
0,0,0,398,433,0,53,14
0,482,0,5,428,0,51,21
29,139,240,0,423,13,49,20
179,0,204,85,434,5,47,14
83,173,0,231,447,0,45,8
295,0,90,0,455,0,43,2
385,31,0,0,459,0,41,0
393,0,0,0,461,0,39,0
0,494,0,0,463,0,37,0
254,0,146,0,458,7,35,0
0,337,0,0,467,0,33,0
34,283,0,147,462,7,31,0
0,0,309,186,471,0,29,0
293,178,0,22,466,0,34,7
0,479,0,0,467,0,32,1
199,0,0,265,462,8,30,0
0,360,0,112,472,0,28,0
0,0,0,445,467,7,26,7
0,455,0,0,462,0,24,14
212,131,0,0,457,13,22,8
0,212,270,0,473,5,20,2
96,0,175,0,468,14,32,0
0,73,0,130,464,6,30,0
278,0,0,0,459,13,28,13
60,0,183,19,462,5,26,7
0,0,302,1,475,0,24,1
116,340,0,0,470,0,30,1
485,0,0,0,472,0,28,0
0,0,0,384,474,0,26,0
0,234,0,0,469,0,24,7
428,0,0,0,464,13,22,1
0,0,0,211,475,5,20,0
0,5,0,383,470,0,18,12
0,42,0,157,465,5,16,19
0,213,0,273,460,13,14,26
0,197,257,46,455,13,12,28
0,386,0,0,450,18,23,35
0,201,0,161,445,10,21,29
0,189,279,0,440,18,19,39
74,330,0,61,0,0,0,0
0,288,0,0,74,330,0,61
290,0,0,70,69,376,0,55
0,0,492,0,83,368,0,49
377,0,0,0,78,360,19,43
406,0,0,0,94,352,17,37
0,354,0,0,110,344,15,31
371,0,0,4,105,357,13,25
0,0,446,0,121,349,11,19
8,26,11,157,116,341,30,13
0,0,27,305,119,346,39,20
0,0,233,107,114,338,37,14
0,343,0,0,109,330,53,26
294,0,0,0,104,325,51,20
189,72,79,0,120,317,49,14
0,0,0,329,136,309,47,8
0,112,183,0,131,301,45,23
30,421,0,0,126,314,64,17
0,233,254,0,121,306,62,11
237,0,0,187,116,319,81,5
0,339,0,0,111,311,79,0
137,0,228,13,106,317,77,0
333,0,7,142,116,309,75,0
175,143,0,0,126,301,73,0
0,0,0,308,136,293,71,0
31,40,91,0,131,285,69,15
187,111,62,0,147,277,67,9
0,0,430,0,163,269,65,3
0,0,435,0,158,261,81,0
0,262,47,0,153,253,94,0
0,185,181,0,148,260,107,0
0,365,126,0,143,252,105,0
474,0,0,0,138,259,118,0
0,53,401,0,133,251,116,0
240,208,0,0,128,258,129,0
0,0,422,0,123,250,127,0
0,166,0,63,118,242,140,0
74,0,119,0,113,249,138,15
0,0,0,344,114,241,136,9
269,0,0,119,109,233,134,24
0,383,35,0,125,225,132,18
0,0,341,0,120,238,151,12
224,164,0,0,115,230,149,6
54,0,0,376,131,222,147,0
0,80,383,0,141,214,145,0
0,0,0,490,136,221,158,0
0,0,468,29,131,213,156,0
260,0,2,109,126,205,169,15
248,0,0,190,127,197,167,9
97,0,333,11,143,189,165,3
136,0,90,228,156,181,163,0
212,116,0,85,166,173,161,0
0,150,0,273,176,165,159,0
446,0,0,0,171,172,157,15
0,0,399,0,172,164,155,9
0,350,99,12,167,156,174,3
51,0,311,0,162,166,190,12
0,209,0,288,157,158,188,6
0,0,87,173,152,162,186,12
0,65,0,314,147,154,193,15
0,245,157,0,142,158,191,21
0,69,0,19,137,159,198,15
61,66,317,0,132,163,196,21
127,0,0,358,136,155,194,15
327,0,164,0,152,147,192,9
366,15,0,21,168,139,190,3
0,0,0,306,181,131,188,0
84,0,405,0,176,123,186,15
82,0,349,0,192,115,184,9
131,300,0,16,208,107,182,3
0,154,260,0,221,99,180,0
480,0,0,0,216,106,193,0
0,299,0,16,211,98,191,0
345,0,0,141,206,105,189,15
252,0,14,0,207,97,187,9
191,254,0,0,223,89,185,3
201,0,0,142,236,81,183,0
437,0,0,0,246,73,181,0
0,400,0,0,256,65,179,0
212,213,0,0,251,72,177,0
242,0,159,0,261,64,175,0
486,0,0,0,271,56,173,0
411,0,44,0,281,48,171,0
0,294,192,0,291,40,169,0
78,89,0,315,286,47,182,0
0,234,219,0,281,39,180,0
232,0,0,143,276,46,193,0
0,0,66,307,271,38,191,0
0,263,123,80,266,30,204,15
4,28,308,86,261,28,208,15
451,0,0,0,260,25,211,14
184,66,0,237,266,17,209,8
0,10,338,126,282,9,207,2
34,0,0,441,277,11,222,17
189,72,0,0,272,3,220,11
83,0,62,72,277,0,218,5
250,90,0,0,284,0,216,0
150,0,0,83,286,0,214,0
0,0,419,0,288,0,212,0
402,0,0,58,283,0,217,0
0,0,447,0,0,0,0,0
0,458,0,0,0,0,447,0
0,0,400,41,0,55,445,0
212,147,54,50,0,47,453,10
0,7,239,0,6,39,451,4
59,0,138,36,1,38,468,0
359,0,0,0,4,30,466,0
456,0,0,0,14,22,464,0
0,172,115,76,24,14,462,0
219,216,0,0,19,21,475,15
137,216,0,0,14,13,473,9
237,0,227,0,21,5,471,3
207,0,283,0,31,0,469,0
379,48,0,31,33,0,467,0
0,6,366,0,35,0,465,0
0,180,2,241,30,6,470,0
0,0,391,0,25,7,470,7
174,14,83,0,20,0,479,1
456,13,0,0,23,0,477,0
176,260,11,0,25,0,475,0
311,0,0,18,27,0,473,0
153,0,216,117,29,0,471,0
55,252,160,0,31,0,469,0
0,0,0,491,33,0,467,0
275,0,0,0,28,0,465,7
0,462,3,0,36,0,463,1
0,325,0,0,31,8,464,0
0,83,70,105,26,12,462,0
0,105,174,0,21,19,475,15
0,64,19,146,16,11,473,9
0,372,0,0,11,15,483,15
258,0,0,9,6,7,481,9
132,0,203,9,18,0,479,3
0,220,0,137,23,0,477,0
0,105,8,326,18,7,475,7
0,475,0,0,13,13,481,14
0,81,365,0,8,5,479,8
66,197,0,190,3,18,495,2
308,0,64,115,0,10,493,0
0,0,328,59,7,2,491,0
120,52,281,0,2,0,498,9
80,294,0,62,1,0,496,3
0,0,59,342,6,0,494,0
231,0,155,27,1,0,499,7
0,381,0,0,2,0,497,1
0,244,0,234,0,5,495,0
164,0,0,259,0,7,493,7
268,0,4,172,8,0,491,1
0,155,0,302,11,0,489,0
3,194,0,95,6,7,487,7
233,0,0,32,4,10,485,11
285,28,0,0,10,2,483,5
21,422,0,7,19,0,481,0
172,19,144,0,21,0,479,0
76,0,291,0,23,0,477,0
0,90,147,70,25,0,475,0
100,126,239,32,20,7,480,7
0,168,31,194,21,0,478,1
285,0,186,0,16,8,484,8
186,0,200,34,16,0,482,2
0,469,0,0,20,0,480,0
0,0,99,396,15,7,478,0
0,334,0,0,10,0,490,14
368,0,0,99,5,0,488,8
0,0,431,0,12,0,486,2
247,0,165,0,7,0,493,0
63,0,0,245,9,0,491,0
129,139,0,107,11,0,489,0
4,222,0,216,13,0,487,0
83,0,408,0,12,3,485,3
112,43,201,0,17,0,483,0
0,26,116,93,19,0,481,0
239,43,0,133,14,7,486,7
17,400,36,0,15,0,484,1
0,0,0,240,18,0,482,0
256,0,213,0,13,0,480,7
0,162,94,114,21,0,478,1
0,309,0,93,16,8,484,8
240,0,22,97,11,5,482,7
416,0,33,0,19,0,480,1
0,64,402,0,22,0,478,0
315,71,23,0,17,7,483,0
329,0,105,0,19,0,481,0
193,16,210,68,21,0,479,0
96,191,0,0,23,0,477,0
0,79,0,339,25,0,475,0
134,120,209,0,20,7,473,7
365,0,99,0,28,0,471,1
22,0,363,56,31,0,469,0
289,211,0,0,33,0,467,0
196,250,0,0,35,0,465,0
0,34,87,79,37,0,463,0
0,0,0,298,32,7,468,7
162,0,44,243,27,0,466,7
0,0,498,0,35,0,464,1
13,346,0,0,30,0,470,0
0,62,42,300,32,0,468,0
372,0,27,0,27,7,473,7
0,39,0,457,28,0,471,1
111,147,221,0,23,8,469,8
85,0,100,270,0,0,0,0
34,292,0,0,85,0,100,270
0,0,213,58,114,24,98,264
223,107,0,0,109,16,117,279
198,0,0,98,104,8,115,273
0,0,33,347,120,0,113,267
237,35,127,71,115,0,124,274
45,0,0,228,110,0,122,268
0,0,352,0,118,0,120,262
0,0,210,233,113,0,131,256
62,0,33,0,108,0,142,263
0,0,17,425,103,0,140,257
84,302,0,0,98,0,151,264
0,0,142,277,93,0,149,258
0,0,272,0,88,0,160,265
0,0,413,0,83,0,158,259
36,162,201,0,78,0,169,253
218,16,0,0,86,0,167,247
306,0,0,9,94,0,165,241
420,0,62,0,102,0,163,235
423,0,0,0,110,0,161,229
0,361,0,63,118,0,159,223
0,496,0,0,113,13,157,230
0,145,0,207,108,13,155,224
0,197,119,138,103,26,153,239
0,337,0,0,98,18,151,233
470,0,0,0,93,31,149,227
129,0,326,0,109,23,147,221
172,86,0,113,125,15,145,215
379,41,0,0,141,7,143,209
0,257,132,0,156,0,141,203
484,0,0,0,151,13,152,197
134,157,0,0,154,5,150,191
57,336,0,42,167,0,148,185
173,0,0,121,175,0,146,179
31,117,0,11,183,0,144,173
345,0,0,0,191,0,142,167
0,450,0,0,199,0,140,161
347,0,0,29,194,13,138,155
32,363,0,0,210,5,136,149
0,236,0,199,223,0,134,143
0,136,129,0,218,13,132,150
10,209,0,123,213,13,138,144
0,0,470,0,218,8,136,141
79,0,412,0,213,0,152,135
0,0,34,446,221,0,150,129
0,344,9,0,216,0,161,136
195,96,0,205,211,0,159,130
0,0,107,304,219,0,157,124
0,0,21,449,214,0,168,131
149,232,0,0,209,0,166,125
0,11,0,449,217,0,164,119
101,85,0,227,212,11,162,126
51,402,0,0,217,3,160,120
325,9,64,56,228,0,158,114
0,0,76,120,236,0,156,108
189,138,134,18,231,0,167,115
340,0,20,0,226,0,165,109
0,266,0,0,234,0,163,103
0,182,187,0,229,13,161,97
61,109,286,0,224,26,180,91
51,37,278,0,219,18,178,85
278,111,0,0,235,10,176,79
0,151,224,14,251,2,174,73
12,363,37,0,246,15,187,81
0,122,309,0,241,7,185,75
190,0,285,16,236,12,195,69
440,0,0,0,240,4,193,63
353,0,0,0,252,0,191,57
0,324,0,0,260,0,189,51
0,0,0,475,255,13,187,45
0,439,0,40,250,5,185,60
0,404,0,0,245,18,183,72
127,0,251,49,240,13,181,66
0,333,0,159,256,5,179,60
427,0,0,0,251,18,177,72
258,161,0,0,249,10,175,66
0,0,433,0,265,2,173,60
96,103,2,15,260,0,186,54
0,0,107,43,268,0,184,48
0,0,0,437,263,0,195,55
224,0,220,0,258,0,193,49
314,0,30,0,266,0,191,43
449,0,33,0,274,0,189,37
0,360,0,0,282,0,187,31
1,0,0,419,277,13,185,25
35,13,0,452,273,5,183,39
0,0,279,213,286,0,181,33
0,0,406,0,281,0,192,40
130,62,0,201,276,0,190,34
0,320,156,15,284,0,188,28
0,390,66,0,279,13,199,35
57,85,23,59,274,5,197,29
451,27,0,0,282,0,195,23
265,0,0,159,290,0,193,17
0,460,0,27,298,0,191,11
279,182,36,0,293,13,189,18
0,433,0,0,296,5,187,12
0,0,0,496,291,18,185,6
0,0,0,449,286,10,183,21
123,0,65,188,0,0,0,0
0,0,372,123,123,0,65,188
122,0,0,287,118,0,200,305
0,0,0,499,113,0,198,299
126,0,264,0,108,0,196,293
209,0,62,116,103,0,194,287
306,0,0,37,98,0,192,281
145,215,125,0,93,0,190,275
218,0,202,0,88,0,188,269
0,0,261,141,83,0,186,263
41,392,0,0,78,0,184,257
0,0,139,349,73,0,182,251
0,52,437,0,68,0,187,252
88,0,105,66,63,6,191,246
0,88,223,155,71,0,189,240
129,0,0,335,66,13,200,247
163,59,0,46,61,5,198,241
82,0,10,0,69,0,196,235
33,0,357,0,77,0,194,229
0,0,0,469,85,0,192,223
0,0,290,174,80,0,190,230
99,0,15,349,75,0,201,237
65,0,429,0,70,0,199,231
0,27,216,0,78,0,197,225
0,111,166,196,73,13,208,219
0,0,410,0,68,13,214,221
225,0,182,0,63,5,217,215
0,123,328,0,76,0,215,209
0,0,0,307,71,13,226,203
0,43,0,375,66,5,224,205
0,416,5,0,61,18,222,217
0,320,0,74,56,13,223,211
0,0,344,0,51,23,221,223
106,127,250,0,46,15,222,217
0,0,0,460,62,7,220,211
0,0,0,375,57,0,218,225
0,39,45,190,52,0,216,232
0,0,0,482,47,13,227,239
0,300,0,114,42,5,225,233
205,85,68,48,37,13,223,240
0,74,320,0,40,5,221,234
226,82,105,42,35,18,237,228
125,69,120,0,33,10,235,222
0,0,478,0,49,2,233,216
159,5,0,273,44,0,246,210
0,20,460,16,52,0,244,204
37,0,157,296,47,13,255,211
0,0,300,0,42,5,253,205
0,107,0,106,37,0,264,199
0,367,64,0,32,13,262,206
211,0,0,237,27,13,268,200
0,270,0,0,35,5,266,194
437,0,0,0,30,18,264,188
0,448,0,0,46,10,262,182
240,0,53,136,41,23,260,176
0,29,78,214,57,15,258,170
41,0,412,0,52,28,277,185
0,328,0,0,47,20,275,179
102,0,0,155,42,12,273,173
103,0,0,309,58,4,271,167
0,214,59,0,70,0,269,161
240,0,235,0,65,13,280,155
0,335,0,0,68,5,278,149
0,219,48,12,63,18,276,143
67,0,129,238,58,31,295,149
190,0,270,0,53,23,293,143
147,134,4,184,57,15,291,137
0,300,0,0,73,7,289,131
284,25,0,34,68,20,287,125
195,0,120,42,84,12,285,119
0,0,0,151,100,4,283,113
137,0,127,206,95,0,281,124
424,0,0,0,103,0,279,118
0,14,0,407,111,0,277,112
0,0,201,132,106,13,275,119
268,0,0,40,101,5,281,121
0,364,0,0,106,0,279,115
0,330,132,16,101,13,277,109
10,0,271,196,96,26,296,119
15,0,0,366,91,18,294,113
365,21,30,0,91,10,292,107
94,285,0,50,107,2,290,101
255,180,0,0,117,0,288,95
70,0,0,395,125,0,286,89
0,91,303,48,133,0,284,83
24,46,0,218,128,13,295,90
171,0,0,292,123,5,293,84
0,0,0,199,131,0,291,78
124,0,310,0,126,0,289,85
214,80,0,151,134,0,287,79
79,0,367,0,142,0,285,73
0,14,0,330,150,0,283,67
12,17,209,0,145,13,281,74
126,6,0,0,148,5,279,68
0,204,104,0,161,0,277,62
0,0,195,221,156,13,288,56
0,0,0,476,151,5,294,58
0,435,0,0,146,0,292,62
161,0,10,288,141,13,290,56
26,287,0,179,157,5,288,50
0,41,0,363,0,0,0,0
8,227,0,193,0,41,0,363
226,234,0,0,8,135,0,459
0,446,0,0,3,127,0,453
93,324,0,32,0,119,0,447
471,0,0,0,0,111,0,441
0,0,21,372,0,103,0,435
0,321,0,65,0,95,0,429
0,0,43,388,0,87,0,423
25,157,284,0,0,79,4,421
458,0,0,0,12,71,2,415
198,0,24,272,28,63,0,409
138,172,0,0,42,55,0,403
54,194,0,0,56,47,0,397
405,0,86,0,70,39,0,391
24,145,311,0,84,31,0,385
0,128,54,125,98,23,0,379
244,254,0,0,93,34,19,392
213,0,0,176,88,26,17,386
0,21,0,403,87,18,15,380
0,0,278,0,82,31,13,395
0,369,0,0,77,23,11,389
76,374,0,0,72,36,9,383
392,0,41,28,88,28,7,377
0,270,83,0,104,20,5,371
0,98,0,242,99,33,24,365
334,0,0,53,94,25,22,359
211,0,178,0,110,17,20,353
0,139,100,64,126,9,18,347
0,460,0,0,121,22,37,362
0,0,303,67,116,14,35,356
0,15,0,426,111,6,33,350
0,0,0,488,106,15,31,363
0,0,0,356,101,7,29,363
0,349,120,0,96,0,27,377
129,295,0,0,91,13,38,371
0,14,447,0,94,5,36,365
458,0,0,0,89,14,52,359
0,332,112,0,91,6,50,353
0,93,191,109,86,19,67,347
0,13,0,242,81,13,67,343
0,0,480,0,76,18,65,354
0,159,304,0,71,10,71,348
49,88,0,258,66,23,90,342
76,0,299,22,61,15,88,336
0,0,15,360,77,7,86,330
52,0,224,0,72,0,99,344
249,81,0,36,67,0,97,338
0,0,333,0,73,0,95,332
0,0,427,0,68,0,106,326
442,0,0,0,63,0,117,320
0,0,365,0,71,0,115,314
290,0,41,140,66,0,126,308
85,103,0,153,74,0,124,302
49,394,37,0,82,0,122,296
0,0,0,444,90,0,120,290
0,29,0,77,85,0,118,297
222,0,23,209,80,13,116,304
0,42,0,229,83,5,114,298
199,298,0,0,78,18,112,310
0,0,399,81,76,10,110,304
0,0,273,78,71,2,129,319
104,51,0,152,66,0,127,313
124,276,0,0,68,0,125,307
374,0,0,0,76,0,123,301
0,201,0,215,84,0,121,295
0,359,0,0,79,13,119,302
0,0,449,0,74,13,117,296
0,424,0,0,69,5,136,290
418,0,0,0,64,18,134,284
0,61,0,287,80,10,132,278
334,0,0,120,75,23,130,293
167,168,0,60,70,15,128,287
154,0,8,92,86,7,126,281
0,32,436,0,101,0,124,275
105,32,124,140,96,13,135,269
461,0,0,39,99,5,133,263
0,137,134,0,112,0,131,257
423,0,31,0,107,13,142,251
0,282,138,0,110,5,140,245
346,0,14,72,105,18,156,239
0,313,114,0,103,10,154,233
258,9,87,72,98,23,173,227
375,0,0,112,93,15,171,221
193,0,180,3,109,7,169,215
94,349,7,0,124,0,167,209
85,409,0,0,132,0,165,203
272,0,0,0,140,0,163,197
336,0,155,0,148,0,161,191
115,0,0,236,156,0,159,185
0,25,226,7,164,0,157,179
116,0,163,64,159,13,168,180
15,0,393,34,155,5,166,174
142,0,0,276,165,0,167,171
0,0,0,399,170,0,165,165
0,185,96,43,165,0,163,172
0,0,0,404,160,13,174,179
203,0,240,0,155,5,172,173
397,0,0,46,163,0,170,167
241,0,0,13,171,0,168,161
0,133,127,232,0,0,0,0
0,0,0,460,0,133,127,232
291,0,0,0,0,125,125,250
0,0,0,492,16,117,123,244
287,0,0,0,11,109,121,259
0,0,0,438,27,101,119,253
69,306,0,0,22,93,117,268
354,81,0,0,38,85,115,262
0,45,94,122,54,77,113,256
50,0,0,361,49,90,132,271
177,296,0,0,44,82,130,265
156,60,100,0,39,74,128,259
0,0,454,0,55,66,126,253
0,0,437,0,50,58,145,247
406,0,0,0,45,50,164,241
0,0,443,0,61,42,162,235
356,0,0,0,56,34,181,229
258,0,126,92,72,26,179,223
121,68,22,287,88,18,177,217
22,45,341,0,104,10,175,211
21,279,23,90,120,2,173,205
0,0,90,372,130,0,171,199
49,0,219,0,125,0,182,206
78,120,0,279,120,0,180,200
0,290,0,144,128,0,178,194
0,55,280,164,123,13,176,201
0,0,0,395,118,13,182,203
20,269,0,180,113,5,180,202
0,0,204,65,126,0,178,196
193,203,0,0,121,0,189,203
0,429,0,0,116,0,187,197
117,151,129,0,111,13,185,191
0,36,376,0,127,5,183,185
0,0,342,49,122,18,199,179
163,159,0,20,117,10,200,176
0,0,0,447,130,2,198,170
0,127,138,0,125,0,196,179
151,166,0,104,120,13,207,173
390,0,0,99,123,5,205,167
0,298,193,0,136,0,203,161
277,0,121,46,131,13,214,155
0,93,317,0,134,5,212,149
192,0,140,44,129,18,228,143
0,0,177,270,127,10,226,137
223,0,244,0,122,2,245,152
0,0,338,0,117,0,243,146
69,37,6,237,112,0,248,140
21,0,394,0,120,0,246,134
0,0,451,0,128,0,244,128
0,0,186,157,123,0,255,122
373,45,0,0,118,0,266,129
41,68,0,168,113,0,264,123
16,114,326,0,121,0,262,117
0,357,0,0,129,0,260,111
208,0,0,81,124,13,258,105
216,0,0,0,140,5,256,99
0,137,0,328,153,0,254,93
0,34,0,279,148,13,252,100
350,0,50,53,143,13,250,102
210,0,0,168,151,5,248,96
0,0,186,232,164,0,246,90
0,51,209,0,159,0,257,97
0,38,112,180,154,0,255,91
0,433,0,0,149,13,266,98
0,0,194,148,144,5,264,92
0,116,235,116,139,0,275,99
215,160,0,19,134,0,273,93
378,0,0,0,142,0,271,87
0,0,0,496,150,0,269,81
0,292,203,0,145,0,267,88
343,0,26,0,140,13,278,82
0,447,29,0,143,5,276,76
239,183,0,0,138,18,292,70
0,35,0,310,136,10,290,64
421,0,0,76,131,23,288,79
282,25,0,0,126,15,286,73
0,149,0,255,142,7,284,67
0,0,228,0,137,20,282,81
206,126,0,168,132,12,281,75
120,218,0,0,148,4,279,69
0,92,405,0,160,0,277,63
0,390,0,0,155,13,288,57
0,75,0,278,150,13,286,51
304,52,0,32,145,26,284,66
0,206,245,0,140,18,282,60
0,0,391,85,135,31,301,54
0,0,330,138,130,23,299,48
306,84,0,81,125,15,318,63
320,121,0,0,120,7,316,57
0,122,283,0,135,0,314,51
233,192,0,0,130,13,325,45
0,0,0,236,133,5,323,39
73,21,21,308,128,0,321,51
301,0,112,0,136,0,319,45
0,5,347,48,144,0,317,39
230,0,208,0,139,5,328,46
0,81,299,7,134,0,326,40
55,0,419,0,129,13,337,41
136,0,0,245,125,5,335,35
375,0,77,0,138,0,333,29
452,0,0,0,0,0,0,0
93,0,80,293,452,0,0,0
0,31,0,311,500,0,0,0
466,0,4,28,495,5,0,5
168,20,0,138,500,0,0,0
0,358,0,112,500,0,0,0
248,92,24,113,495,5,0,5
149,0,143,0,500,0,0,0
0,0,474,0,500,0,0,0
0,0,342,104,495,0,5,0
429,0,0,0,490,0,10,7
167,0,0,310,491,0,8,1
52,214,94,0,494,0,6,0
0,378,24,80,496,0,4,0
337,0,143,0,491,7,9,7
413,59,0,0,492,0,7,1
63,321,0,90,495,0,5,0
0,0,0,439,497,0,3,0
286,34,0,0,492,0,1,7
0,138,0,0,499,0,0,1
83,0,181,45,494,6,0,0
102,0,0,392,500,0,0,0
0,361,0,0,500,0,0,0
0,0,0,145,495,5,0,0
142,0,0,337,490,0,0,10
0,94,369,0,496,0,0,4
22,0,0,252,491,9,9,0
0,0,218,16,492,1,7,0
96,33,15,0,487,0,13,8
155,169,0,46,487,0,11,2
0,398,0,0,491,0,9,0
0,0,232,121,486,7,7,0
0,244,253,0,481,0,19,14
0,0,432,44,476,0,17,8
0,0,308,186,471,0,27,14
